"date","facility","form","location","qty","book_value"
2018-04-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2018-04-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2018-04-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2018-04-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2018-04-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2018-04-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2018-04-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2018-04-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2018-05-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2018-05-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2018-05-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2018-05-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2018-05-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2018-05-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2018-05-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2018-05-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2018-06-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2018-06-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2018-06-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2018-06-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2018-06-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2018-06-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2018-06-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2018-06-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2018-07-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2018-07-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2018-07-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2018-07-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2018-07-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2018-07-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2018-07-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2018-07-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2018-08-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2018-08-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2018-08-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2018-08-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2018-08-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2018-08-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2018-08-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2018-08-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2018-09-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2018-09-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2018-09-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2018-09-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2018-09-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2018-09-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2018-09-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2018-09-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2018-10-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2018-10-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2018-10-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2018-10-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2018-10-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2018-10-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2018-10-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2018-10-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2018-11-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2018-11-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2018-11-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2018-11-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2018-11-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2018-11-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2018-11-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2018-11-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2018-12-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2018-12-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2018-12-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2018-12-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2018-12-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2018-12-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2018-12-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2018-12-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-01-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-01-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-01-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-01-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-01-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-01-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-01-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-01-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-02-28,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-02-28,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-02-28,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-02-28,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-02-28,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-02-28,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-02-28,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-02-28,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-03-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-03-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-03-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-03-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-03-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-03-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-03-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-03-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-04-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-04-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-04-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-04-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-04-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-04-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-04-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-04-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-05-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-05-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-05-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-05-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-05-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-05-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-05-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-05-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-06-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-06-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-06-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-06-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-06-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-06-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-06-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-06-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-07-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-07-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-07-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-07-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-07-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-07-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-07-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-07-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-08-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-08-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-08-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-08-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-08-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-08-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-08-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-08-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-09-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-09-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-09-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-09-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-09-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-09-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-09-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-09-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-10-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-10-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-10-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-10-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-10-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-10-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-10-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-10-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-11-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-11-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-11-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-11-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-11-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-11-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-11-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2019-11-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-12-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2019-12-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2019-12-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2019-12-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2019-12-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2019-12-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2019-12-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2019-12-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-01-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-01-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-01-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-01-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-01-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-01-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-01-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-01-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-02-29,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-02-29,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-02-29,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-02-29,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-02-29,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-02-29,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-02-29,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-02-29,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-03-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-03-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-03-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-03-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-03-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-03-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-03-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-03-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-04-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-04-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-04-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-04-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-04-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-04-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-04-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-04-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-05-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-05-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-05-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-05-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-05-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-05-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-05-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-05-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-06-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-06-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-06-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-06-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-06-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-06-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-06-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-06-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-07-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-07-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-07-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-07-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-07-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-07-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-07-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-07-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-08-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-08-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-08-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-08-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-08-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-08-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-08-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-08-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-09-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-09-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-09-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-09-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-09-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-09-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-09-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-09-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-10-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-10-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-10-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-10-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-10-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-10-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-10-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-10-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-11-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2020-11-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-11-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-11-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-11-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-11-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-11-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-11-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-12-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2020-12-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2020-12-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2020-12-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2020-12-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2020-12-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2020-12-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2020-12-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-01-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2021-01-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2021-01-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-01-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-01-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-01-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-01-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-01-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-02-28,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-02-28,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-02-28,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-02-28,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-02-28,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-02-28,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2021-02-28,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2021-02-28,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-03-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-03-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-03-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-03-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-03-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-03-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2021-03-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2021-03-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-04-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-04-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-04-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-04-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-04-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-04-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2021-04-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2021-04-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-05-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-05-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-05-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-05-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-05-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
